address,balance,NumberOfTransaction,lastTransaction,firstTransaction,NFTCount,NativeBalance
0xab99eb082185f1a76d06d461a18e4c0b98a5a631,42175.96,1103,2019,2020,129,42.68
0x4ef620634617ac6c5bdc86e104e2663750cf307c,8822.22,3727,2024,2021,384,31.94
0xbc718b8420fb5f2551f8f0230a517eee0a51507b,99188.44,3588,2022,2023,33,28.73
0x7add69b0cbe46c549e3ae71f8b20731fe1244cb7,40705.72,1426,2023,2017,324,5.79
0xb5ea2fee6c6be9b4bff1193b35b479ad7bf41e2e,5002.68,2829,2019,2020,479,42.32
0xe79c262e2880f33565bddd93f01674a2ae04e61a,21568.32,2673,2020,2024,231,42.5
0xbea9dbcd82efa33a04490e51d82e2c0e67c0a3e8,48536.97,235,2021,2018,386,13.74
0x03bdde7e6cbd4159d174c93871e67b46b795c12b,42893.36,1853,2020,2020,417,34.7
0x174c8bf181158391491e39f489054bd2449b4862,3653.1,3738,2019,2022,443,15.23
0x975da22916fbc3cf74b457efda8058d4a6cfac0e,24721.49,4212,2023,2021,418,9.8
0x35f5d4d4aa3c84c76909692a28385b926d73cb91,16735.52,4214,2023,2017,36,3.47
0xf2cd5238f096e91ad40233d1c3c9dd00ff68366d,20709.94,3008,2021,2021,107,31.97
0xdda8b7bf22607d8b6193b13f01103c351b8270ca,40008.15,333,2020,2019,497,33.33
0xc644f61df64139f86ffedfd9cd10a94d736bd83a,22874.3,3734,2021,2017,138,9.42
0x5643b93b72de351c6821f2f1840370270f2b5685,98600.94,1320,2020,2020,280,18.57
0xc3b684207284047da9fa047610eb40feec310c2a,96503.48,3000,2021,2020,482,41.18
0x6d788837c71d68787162c50b47a10188b3d0e678,17186.61,1144,2019,2020,175,38.95
0xfdde7f3ca1c10935d78c7750ad408db58bc907e0,39019.03,2675,2019,2018,434,4.29
0xe288bc0c081990badfc89513a59af7f7f2da0488,30889.69,803,2024,2020,331,1.14
0x6762311bef3c28abea12996edd8c84dc9f3b98ed,21653.31,2754,2022,2024,342,47.55
0x4f9828c86681442c5f59b44e720d14f0e380d3c5,32048.54,1878,2023,2020,36,14.81
0xc04f6d278d3b223f6fd0fba10074d4dd7950c81f,57506.81,2428,2022,2024,392,26.97
0x099f686e75f9cab4c0db596c6250a72fe4d34e72,9404.77,1712,2021,2021,393,25.48
0x85ef170422e991ccae159a6b941ce6e955aa9bd6,50597.52,3679,2023,2019,491,2.17
0x6c8d86dffe67f65fbdd6bf80dc80c8d3b3fe7b8f,45830.07,3668,2022,2024,164,13.22
0x55857c22cbac38cf48b9f15bfd789cad535f5c20,80433.11,1842,2024,2018,396,33.61
0x735dcd83b1000087ab2b22367c60bda045a4059b,3977.54,4104,2022,2017,413,31.75
0x441e4d56a2359b3845540d7ca54bf9c0d0119c5a,12225.1,3896,2022,2021,484,16.18
0x8949c9a3eb8d00e2aa8355eb971f3ccbc2982a4b,36750.78,396,2022,2023,54,23.87
0xfed2d967295bc8e3eba83c125c2e9ed3d1820947,7265.6,2781,2019,2024,491,16.52
0xb49de988fe8e0c58b24733c972dea2930267c17f,41634.59,148,2021,2022,380,31.77
0x2267487071195c987e7432c20782349f597ca796,91850.63,3699,2023,2022,475,15.44
0xa6f46c8438137786ae1b4ff5c3cae538074cd697,5001.66,1095,2022,2023,444,6.32
0xfe62f6dc02171fcf67002624dfe660e4de1cacf3,66706.22,1202,2022,2017,173,18.0
0x1e3e0d219f793af1db83c7e3ee71e10fed0a957d,51881.64,806,2020,2017,38,26.94
0x4df964f913d4cf9a9c4f0bcf47b2bbb437cc7891,14024.01,1145,2019,2017,417,12.39
0xaf189aceea7b93914b38478a35902a98bdf22182,40314.55,249,2022,2021,310,3.96
0xeab0928dc86c97d7a49e25af3602d9e3e08ab463,70083.7,1832,2023,2018,64,38.93
0x7cd0011b3a6f00520398425cb5c1e8cf06bbb8b1,28648.63,3040,2020,2023,53,8.79
0x98079f29ad7589dfae770420659800e19e61824f,34687.43,534,2020,2017,66,7.05
0x70a39af57a2423a8e100ddc561dd9ab220883430,6117.52,2995,2024,2018,96,33.5
0x9d99657f4da9e54960cd04233a4e5badcfe45f9f,43961.55,4337,2023,2018,24,3.57
0x02cd0096e3dd8b7dfb81d3055873f40c26427c51,46057.83,1869,2021,2022,432,39.04
0x73087cd4539236f84fc27705bb181ea8412846e1,12901.76,211,2024,2021,166,32.28
0xb96c8124677f2fe6d4b1ab3deef587ba64551fc8,56471.45,4960,2019,2020,433,9.38
0xe9ca764adcbcf5a9bac00e774bb8c8da3ed628b7,99858.45,3085,2023,2018,437,44.06
0xebcc6f15fd5ed3d2a1e299d78dd82b88ab2dcd30,30510.82,2569,2024,2024,445,35.66
0x09170d8fb934c0326a620346e34801dc1c397fdf,23957.28,4316,2020,2023,1,34.1
0xa06c667014a0fbdfad2395a71bb330271546d8cd,47051.84,4224,2019,2022,193,46.24
0x665ce7288809b84456bf7494d08a106749e15cd9,72248.5,4737,2024,2024,292,36.73
0xf25a816bf0608ebaf149c03070d9b8ddf7445d28,65729.86,453,2023,2020,189,40.78
0x99df2a9c5d682b80431a21f6995a8ca482f2c89a,47522.22,3472,2024,2023,256,16.65
0x92151e859573094e0786469e954007e1cedd3418,27390.78,1099,2020,2021,433,42.27
0xd1232cd125a0dca62813b8629301f657e4642921,78852.66,1705,2024,2021,92,32.72
0x9ade6d21bc544e629159b13630e027247db7bc1e,57730.5,2203,2022,2022,262,5.55
0x44952c2d902768694e01af67792e067ac5fb127b,10906.08,679,2023,2020,170,11.99
0xfc25b897bdcfefb642828a58d49af6737467f5d7,94765.91,1322,2022,2024,87,48.18
0xc1e16b67a73406b1c68d03969da7c503c4373357,33125.48,3437,2024,2022,109,14.88
0xbf2be84a1e62b424ac18f5e209946d85693eee28,72044.76,1592,2022,2023,158,14.96
0x57559bad7f27bb633f06286f58b950ff1fc0c0e0,91365.76,1958,2022,2019,165,29.78
0x36ce7c6276052808381757828f1501d4ee0f7ff9,83863.05,113,2023,2021,388,9.78
0x67ced355f648a4ae00a8122c18c15ab9624bb37b,63263.69,2162,2023,2024,490,20.86
0x2cf430455a968db96fec44e03ae29c3066efcbfe,83352.11,2186,2021,2022,419,45.48
0xcf0089ad183f6c5fc7645cc54be51fafcb859616,55368.53,1647,2019,2021,485,30.26
0xb5aba76bf822b6d36c36596fe529c802484e8100,63643.74,1897,2020,2020,125,34.82
0x2977f5e6a9318a61d9e45d37a8d9dfbdf832a21c,92528.84,1407,2020,2023,73,4.93
0xbd864911306776707dbed3c3468d0cfd53366b4d,13708.69,3832,2021,2024,405,28.08
0x99aa7685d3124b53a4c3172de21f5cc749fba569,70084.34,3667,2023,2017,494,42.3
0x5819473db548f1704ad49179bd9f3725cb8d71b2,28086.12,287,2024,2020,75,12.22
0xac03032a0e72128c933c64720f97a5c411ea5467,78290.66,299,2021,2022,468,41.9
0x55a89c489392a944d1d7cd8de1679250a0d36f27,18702.59,1825,2019,2019,118,10.74
0x785313b8a07871b8d7f1e8214044a23fe206ea33,33279.83,267,2020,2022,47,35.02
0xf237dfa791048f3dcb2f59c66b48cf1917693ac3,70788.91,690,2023,2019,97,22.2
0x225c7417b284fc9bbd04fab23853799b6a186f92,26889.38,2865,2023,2017,234,8.14
0xcdcd51ff56a3e9f9ee9dc0644a1c1753325bf10c,99368.63,112,2020,2018,170,11.58
0x2b214dac5b4dfaa21edc6e24c4d49ff878052513,60619.58,2673,2021,2022,359,29.05
0x0f9e94567f48161c2b8941a99a913e9ab494f602,83615.9,4861,2024,2023,448,40.41
0xd0fb53a6a58f1dc9c0a885d3eeb9284f35fc9f2c,71929.61,2243,2023,2019,434,23.0
0x203dd22340d1f581ea9cc1b1dec2ccfb845dd2fd,76974.91,4632,2021,2018,143,38.35
0x4744d87722905b66ba9497419abd08e1a6b95e08,3788.63,4505,2019,2018,273,16.16
0x65967f2b5e62b9d1ed196303a49ff18537974d5c,55334.36,2577,2024,2017,393,0.69
0x19edb6b2c3adff59f64e7176ec9170154344fd39,16469.77,4002,2024,2023,448,15.62
0x64e110076e3b2ee194edfbb8f535e340fea554d8,14525.17,4070,2022,2024,233,20.63
0x3bde2afacde0e4af08ea15cd651d21bc0731ec60,16723.9,3393,2021,2021,308,0.74
0xfda9986248fe3f48eb84bae2940cba96c5db12a7,91615.12,1778,2020,2018,17,6.12
0xa46222f709c894d62dd0999f74f7d5979ea911f6,45809.11,1328,2021,2018,309,0.43
0x98dbca6444a7be97d1c64dd3a178ef03a709d860,26349.55,1897,2023,2022,22,24.23
0x18cdf2045729848db109392d1aade2c53452e5be,13312.48,3367,2024,2019,486,17.08
0x0cbdbb55b7ace722dac0a10025ecf3ff1e2e1aa9,54939.34,946,2021,2020,38,36.06
0xd39775b65789148ab0720a854bb7a7cfd2045a56,23981.17,4026,2021,2022,141,42.59
0xb25ea7778fac068180c8bb931addedd8995545de,80475.23,4858,2019,2017,29,47.3
0xaf28e5ee9ccf6d1ca11fba54ef5a747952b64104,83286.77,1827,2023,2021,498,0.25
0x18a710836e8ec109e47b3e84acef94f61a3f3c9d,64181.4,2424,2021,2021,91,27.88
0xb6035af23b62c0b347ddd435bb214feb6bc3faa4,59809.58,4406,2020,2020,353,48.9
0xf5ade1132b8986871dcb80a9cefe133b98a29316,31460.14,2983,2019,2022,275,1.63
0xe4ad1d264d0f079597a32f36f59d9630c9e67f59,23435.83,53,2024,2018,406,23.08
0x26a41361f42883b3b40072e9f59f9add130f6d48,31323.08,4716,2023,2023,241,11.22
0x5b025bc107c5b356079f6b816a7e4b8fc64e9e6b,6843.73,3751,2020,2018,127,0.52
0x61113c3a7bc877b1cdc7978cbbd228a2d3bf3ff4,65918.56,4574,2019,2020,448,15.71
0xee86a9c4f655430613ac52a5021b486e960dff11,13779.58,2349,2022,2023,370,40.69
0x651b82dbc0ea49b88ea8a63f55b6931de64bbabc,18115.76,1703,2019,2023,274,41.82
0xe9fac89a4b4a6e4658adf67e140f4243342610ea,76730.94,1441,2023,2018,250,15.5
0x12c18015d34cdd16a06deb27ad8063d6127ad77d,50380.98,314,2021,2023,238,26.38
0x88abad902c241cfc2a66237e67be7d870d2f4cd2,57476.22,29,2020,2020,364,6.61
0xbf9ad3395e0dcb99b74bec7d676ca942e77d21ae,64179.4,3396,2020,2020,394,6.57
0x204fe10e525ab0e14fdc0d264ac3f37ee2187ea3,78133.2,1129,2023,2019,14,23.74
0x20ea82abf4be11a889b9d2f5a80a8f4fb5987b5c,38907.48,4649,2024,2018,42,27.33
0x19733f96f69f87b234ceedbc64016a1d23d4616d,15761.64,4374,2022,2017,422,49.58
0x23d1715af439cf60545b2c2154d79e8251820668,65447.96,98,2024,2017,165,22.64
0xe5828f0d619e77715ac90a1b77cabe6adafe2ab7,39408.66,4931,2023,2021,442,0.94
0x543e4b3cd452b8af70fbc13b5dc8717833c55f26,63998.58,3451,2022,2022,183,43.04
0x1e4b1bfca28386ef6349db19251259da1ef73982,65903.66,4235,2021,2020,80,17.4
0xdf48b982663928d3a8406287093eba749b6688bf,82541.14,4763,2020,2017,158,27.72
0xd9cbd940c6b2b635e193ead3a35b6a189c7c5292,81144.55,3975,2022,2021,232,24.65
0xe07dc42a97bdc38ff4ccf2cbcd0b534f53e7605e,76467.54,3091,2023,2022,248,49.64
0xf2044f9d9fd93dab0bbc58f8e77284f6af125f4d,37023.1,297,2019,2020,9,24.11
0x2b2d8d972846e8e67db66f1daf227923ac9d7eb3,38273.18,2991,2022,2023,492,23.29
0x7627cf4c947946b01e7cdac810c9d3c861281c90,69791.75,3798,2020,2020,171,21.3
0xb578aba18ac37519a75919acf0296ea342514fa7,87184.73,2815,2021,2018,438,9.43
0x06750200800b4f6d76b9eb4e129fc7ed4dbb15e4,63240.1,1308,2023,2017,69,5.73
0xcd63ebf64469bc1a4c085495252c7e586837242f,82083.58,3412,2021,2021,473,26.47
0x33043d81fbd513d89615b2d49b96b30dadf28c9d,21925.16,69,2023,2021,425,30.74
0x59d51723ee75b8f90f83180c10a5db9f6df28654,78117.76,3126,2020,2018,473,25.64
0x557c0e53f13667066ddf0a42b89d68de3051ea32,72296.22,4168,2023,2017,332,40.64
0xf6cb65fecd5ffc89d6f69fd7d824ad464788b342,59248.12,2568,2020,2020,479,32.39
0x94a039663c23f70a9298cab7d23d06030ed2b386,47157.65,1443,2021,2018,29,42.89
0x43aa3e5d5626a40041276c977900c435d878296b,42482.58,1746,2022,2018,370,2.81
0x33c242d4f69bdf8dd787f8c415a853ccf9f27294,15955.58,4446,2024,2019,357,42.82
0xde6934336543ab06e6f64363cc142b85ab3491ce,80630.88,1075,2019,2020,258,46.83
0x286df8f24ff874b7835a125fff302a946f77b3dc,83018.58,1033,2023,2023,324,18.83
0xb2e74d96d5dd1347d9c1be1fadeebc278a7eb21a,4948.74,3991,2019,2022,24,9.47
0xfbc6c4accb6327411c725b93423bec686c7fc1ee,59787.05,1221,2022,2023,288,42.52
0x4c392d22e82465b165f529f003aad3a58344d444,14204.78,1600,2020,2020,332,35.05
0xe3096084405827a768774c23e42a149ab30d7161,83554.69,678,2020,2017,42,32.29
0x8cb5d955897261adeb505599b6254f0c05b75f05,85932.43,3814,2020,2017,362,45.06
0x27377d08cd6e9f5bf5d90100f04c308e40c52a6e,89561.59,4181,2021,2020,242,27.96
0xadd25a8842866939237cad24cbd15fef27cefd2f,44189.14,483,2024,2023,167,7.25
0x84c10746e87432790a599099b65d46c14cbdc60d,4818.1,4040,2020,2023,374,3.42
0xae7dd7201a89ecf565114f95a586708ecadd61f5,85877.52,4952,2020,2021,459,37.28
0xbba9358b01c0a8cddc00a1aa8bc98a1bd9a0457d,21421.99,3543,2023,2019,229,32.98
0x12d1644b9a80d3a226ce344ab87abf0f290597df,40162.36,2903,2023,2018,450,4.64
0x786181515c6bfd6a8b959f72704e31e77cdcc902,82279.16,1272,2020,2023,25,12.48
0x064d35510bd0f5225bb17d722b6232d753701d57,73193.23,2265,2019,2021,288,42.01
0x65a446c6cbfabdd598992a8a11c26f455760bbed,83232.18,2056,2023,2022,225,25.64
0x610a5ab5504e11c24fec8afa1eb52d4dc18aa4e9,45398.1,4646,2022,2017,444,30.93
0x72d6090f5a62683531e1765a5767c7b48410b807,29329.43,1274,2022,2022,21,14.76
0xa78696dad7d225cceaaf17f016373234468ee3d9,89030.63,2336,2020,2022,219,49.44
0x7c694545b214b305916af23d3377ee0110da507e,58791.56,2647,2020,2017,92,11.97
0x177e3d7b6bee471311e0869ad0f56e05d72eeb76,61743.92,801,2023,2020,463,43.85
0x3e52b02a19e8c19a204dc4ed769228dd8531305d,45738.29,1679,2023,2022,65,43.32
0xb0e338bc5e955cd4300ee636572a49b08880d219,64668.29,2279,2019,2023,314,29.08
0x3fd1ac554daa5926765cdfccd99365fdc295fa99,72924.29,2297,2021,2020,275,0.16
0xec9f034c34faf6a3d784327779b2480d8a8b93d2,75254.02,2191,2019,2024,398,25.1
0x63ea3052275d02354ff6ec83d440e1dcd5e77ba2,64002.82,3700,2020,2021,276,35.92
0xb7cf8126439c4254b32d16390daea883f5624093,74985.77,1368,2022,2018,72,1.3
0x3917ae0347465682dff59234b5bab642a63d0d48,440.27,1542,2019,2022,495,6.23
0x3844b6f870dc9ec9fcaeeb7d3be5dc597a7e3370,47494.42,2821,2021,2017,77,11.13
0xd866ea8d08d67c8047f9711afe3711049c670c2a,44940.53,527,2019,2023,168,3.16
0x933d715bead43b1b9aa5654bc012243b1b1ad9ca,58307.67,1433,2019,2017,86,36.13
0x9bbd3655a47bf59cfe3225e23fb8f6e4fdb882f5,14244.19,4428,2019,2019,357,0.37
0x14d26f967309c28315fdb13d584df30e63b60100,48000.08,4632,2020,2023,457,16.99
0xc5dfedeb31b0d952a0d12d316e88845cf624b637,43596.93,4602,2023,2023,221,0.72
0x832f375ea7c6e0c5d709ddc0971711d02dbccec5,27386.95,1914,2024,2021,230,18.3
0x92e103e4ce9a2f5f8ecd416a5b18c41ef50701b6,7932.94,3081,2024,2018,369,21.82
0x5311c0930942d3384e342e559819cbea947380b4,77103.92,812,2021,2020,242,24.28
0x7f6b67c43f2fca437d3c4105fd07f36455854577,31587.53,4247,2019,2017,493,36.85
0xdd92b57dc6a60d91bcfe3b11b6820152d65b7514,9771.49,3615,2019,2020,151,43.7
0x770698c2fa60dd480861f9413d04e9072216181d,19671.7,4219,2024,2018,404,27.88
0xdca97f812b5b8ffa6b323faeef6f02dff29a92ae,25364.4,3017,2021,2022,366,29.69
0x0f7e2d6dcebcae12b623ad263d052a3952f06eac,78009.45,4063,2021,2019,413,32.0
0x04e8c5a84a6d23e583aac6b6fec8bcb2093326cf,87173.77,540,2022,2018,220,38.16
0x508b33852d796b176b82b8f882c6c4cf36edcebe,99055.81,3541,2019,2023,397,39.57
0xad75f32e677f2836691abb945aef540609fc47b9,74752.12,3869,2019,2024,5,14.37
0x5c1c45830e636fb2be4941c5f66b37876f36e216,63634.69,3533,2022,2021,214,17.61
0xa827862a6edd428025330104689518e94ddc04df,22376.78,2085,2023,2019,244,47.56
0x79120b27182dc0a4a1366752f3b463babc0cfa4b,54098.43,4261,2019,2021,218,34.88
0x41af08b576fdc773c79a5d2a92dc744f92983c60,48687.46,2928,2021,2017,164,46.16
0x863b1d8aac07aefab83b2831b40637f479b2c73d,90116.17,27,2022,2022,90,9.75
0x6d959667d30ecf635523ec05153e206ca9242223,85310.45,3269,2022,2024,296,49.45
0xdb83d6681a52de1338fafd6b9255f6cb5041b250,91583.22,4466,2024,2024,410,40.96
0x2a297acfa0ef6214a6e715c671299020a757ae04,97662.38,3032,2023,2019,19,29.8
0xbdf9f54433b89dbd904853d2eec3c9d7eee87890,81891.65,3529,2020,2017,416,26.31
0xdac8b210757c8b276195298c297917ede7b2d09d,91687.41,2396,2024,2024,323,23.84
0x416411b2ac068c52f29da5bd794bd5c347eb8a5d,18673.92,240,2023,2021,314,43.62
0xd67033189818f86ac149624b4dec6d290b83bc35,32393.04,31,2021,2017,133,39.98
0x0993129bbbcdabd6b871dae85c64cf00e96e3833,80940.53,2630,2019,2024,277,35.89
0x42595ed2c98ab05103546feefb328d8132bc8850,91849.38,3524,2024,2021,363,37.57
0x12cda1ad9b6b3dc80aa5de38db2fc5a15a2bdff8,46649.34,2177,2021,2017,272,2.43
0xc1bc327c4490f48e461abe2a0e48639da14d32b0,45736.4,4667,2020,2021,190,42.62
0x43bd0b56c53716bcf9b6e613d6e69459185c72e0,91185.04,4586,2023,2023,498,38.4
0xd0dee575533729b9472de77658378b429a05fb4c,42748.64,4046,2021,2017,200,8.77
0x4dac7d527f1a8f697db410b73bcb181cc4db3c95,8711.65,1923,2021,2019,393,48.01
0x71387302d4222e829ef29bd21db62939b0acc9d1,50022.7,4637,2021,2020,439,5.2
0xbfa3a5aebbde7facdc8115d0d02beb7388890585,47098.32,3843,2020,2024,378,12.78
0x3241942d70c889020fdcc4307b333869a75f0fc5,37005.06,4919,2020,2017,360,5.43
0xff0ce991cf064e5f2abbeba7b073c94240b2d0bf,78921.83,2763,2019,2023,166,5.99
0x7ad8536ceae73a1b540e67ba0c6d1f7aa62bee91,81081.72,2084,2021,2017,147,35.19
0xdaafa60725fc16e0defca3146df971725cdd42fe,16533.08,1884,2022,2021,493,9.8
0xc9c8921ab7363b5473bfc8cbec89b72d554eedd8,53498.92,1492,2022,2021,18,8.77
0x44fc378755aa54ccc8210dc617073a1d76395437,49061.01,3205,2022,2018,157,21.35
0xfc1464644cebb7d7aa6e57de1112b1b958873cd4,12681.59,1293,2019,2024,32,31.19
0xc47c1190935838fce898f30b12028bb7ed6acb25,11273.61,4858,2020,2022,52,28.03
0xb5fdca127099edf10106daccf346f78f6394be72,26376.66,4291,2024,2019,0,21.87
0x2b98e6e143d23577705320de1af537e9fb48b3a9,17692.79,316,2022,2022,430,35.07
0x9b7e8f9225eae4cc8c4b05acfadefc15aef96e8f,63725.84,3863,2023,2020,497,6.11
0x731b9a22ecdad2197974aac413e695aeb242471c,99522.1,305,2024,2021,491,10.4
0xd337bc6fb5c9f5c9336f0269b9a0c6cc54200651,79414.72,1361,2024,2017,9,24.79
0x86652b0bc11c34bde4e4e1e3dfb200f36cc4dd8e,48938.22,1788,2021,2019,338,34.94
0x4287709463585302d9f304aa2fd48612e44a0872,30161.48,4941,2019,2024,409,21.54
0xee521ceb1bd1240ba775843047ebdacd7bd6934b,50927.04,26,2024,2020,468,42.64
0x2aa1e6da1bfca204e79870bb8ad90248a71a961e,40976.51,1912,2020,2021,214,47.43
0x5f0ff28370814ef158da6249b73c1b5854c4cf9a,32012.07,501,2022,2018,179,8.76
0xafe2d7832ecd81f1de70d7d443a44ccd4d2564af,30728.59,4638,2022,2020,83,36.83
0xf9dd7df0ca347b6c809175ed0227c452a8d9678e,92768.27,950,2024,2018,192,10.17
0xeaceb2d543f1d1c68ccf63018400975e0beef606,96605.12,4760,2020,2017,443,32.6
0xed1ecb4d426b545d622f989214e5a68d49ed94cb,76955.68,662,2020,2022,372,26.31
0xdd496eb94810387a8d47067d52ab316a662dca60,62041.4,2358,2020,2018,368,14.41
0x6d579b6c219235a115372706ba9064868318308f,50473.81,3429,2024,2024,328,33.31
0x189f1db210d4a149b4460b8b2c9bdb25205aded3,33490.93,1167,2024,2024,437,13.88
0x1a35ff2e5ae65ea39dc608e9540bea51e84f343d,52035.43,3730,2023,2024,487,9.78
0xe8ec6551856d6a75302965c5f1f41e80b2f1f2a8,10132.65,4704,2020,2017,59,49.69
0x615c7698a7c61097a21f46856a921d0d2d9d5ef0,32434.73,2027,2019,2023,117,15.11
0x8a838db8c107adc4e1c51fb9fb697bfc46c9c761,96677.75,1118,2020,2022,364,42.11
0xa01824e5ebf976497acfce894046c747dda933ed,18705.46,2187,2021,2019,94,26.22
0x3893ea0bc58943d6559cbb7fdadc7d374b06ad8c,44178.0,896,2022,2023,182,43.31
0x8f240c5f30a18acc4b50b8973959e3f1eb0381d2,6935.59,2396,2021,2018,382,3.58
0xfb048a58005a44cf9875202acf655bbb35273199,89231.57,1792,2019,2017,128,19.02
0x663cca9d664ea56a54696472e0ec0df4e6f84513,31711.43,2182,2020,2019,470,37.9
0x7d8e56bc2630fd4b46b17fbf0a685995bcd7e4fd,74834.85,3684,2023,2017,486,19.9
0xc5d9cd03e54c98d531aa6973b9762b0b08a7d270,62767.61,4022,2021,2021,268,39.14
0x0e81a24b717ea878701d08f8bae0f0ead28a9857,94387.02,4489,2022,2023,19,7.14
0x1d1e619261c1bb2ab65bb0eda8be12fcd67ab688,72918.6,1801,2020,2017,300,24.96
0xe3ad7dc3d197a10cc638c6e921b18bf008fa8992,29059.84,4592,2022,2024,396,42.42
0xee03d4b3c14e7b9f6b4cadb72f26e51d49f7083f,29185.87,4767,2023,2022,436,18.97
0x5ddf7ff0b51dc2ac46cebadb701fd47fab1c9f5f,95753.52,566,2020,2021,425,30.88
0xa143d5e9ddb57a92515e0d3fc9adb202bc64b8a7,18089.52,3540,2024,2019,225,40.7
0xf066a39b70765127d94f32f6a2f4ace1f7f72f8c,46060.06,4688,2022,2020,247,26.95
0xd824f26c0d9e250948b495f93d6f543ede39536f,70667.99,4248,2020,2020,223,21.04
0x2071442c793b282067f6ea3490952d9f73ac9676,90262.88,3344,2023,2017,300,37.56
0x571583df281d02ef85385a2cd1946afa586037c4,99155.8,4714,2020,2024,341,24.5
0x728bc01d1064cf60f15d76326321d2649dd2a64f,10937.23,1907,2019,2021,138,13.86
0xb1804f9efb218985447354ea5710c02fc1b870b4,98416.64,1771,2020,2023,114,0.31
0x56240666263d4eab088814c2ebde2f966184bdac,24873.36,3265,2024,2018,38,18.52
0x4a212efd9845cfe8511e59bd735d96295e2abd2d,78916.23,3886,2024,2021,173,29.87
0xbd60feb3b5425420d15eaaf4fc72b2f1c0470f3a,15524.36,1722,2020,2020,267,26.19
0xfa5e7ebc257003d884b3cc80c5bfef31d908b3ef,22312.75,4573,2023,2024,424,3.12
0x468e9818a591538c0cf32280992944870d383e1f,93812.34,3858,2022,2020,226,41.32
0x8fcb8f274d120aed09113050bb446d5fa0139df2,85957.4,4267,2021,2024,428,38.16
0x155db774de5285563e8d4ab30e50247d10131f0f,8712.31,4501,2022,2017,24,4.79
0xa0f55c5eb7ff81a8658ca91ab60bdd0b4d9c4173,73554.0,2581,2023,2022,125,4.03
0xe0b6081907bd5e2f03fcf737569f9e4406ebf4fe,41008.96,829,2023,2021,270,23.57
0xbfea893959c79de9322d0a977438f655338363bf,13480.44,3059,2024,2018,72,22.74
0x44041b0b778155d187cf298272e0670e2a75976b,12852.92,4870,2024,2023,122,10.2
0xcd6ed9c3d7fcdc2f3ba62ff1189452f7c28f58d5,437.57,4770,2023,2019,307,48.12
0x4b37c4741a63b074b15162e985ebd5655c34d592,57961.54,589,2021,2019,184,12.86
0xbf929b6a04a733fb7de901792cf12c986aaef0de,9011.15,4928,2022,2023,287,21.19
0xe4d55c72f6e4f55d27945664fcfd6dac1254cde3,73153.25,2883,2020,2023,17,16.7
0x76261789c1c60714b11073206375997341b85787,45234.55,484,2020,2023,225,6.53
0x805b1821dfd7e76c5ec5202a2cf0ca62bfbd40cc,48348.74,4540,2021,2019,125,29.07
0x64d038033661bb2fca11ed20348c9ad98beee5df,72301.53,640,2020,2018,324,14.63
0x486f786c22ac35272f80b5965b64461cf41cc54a,54324.04,3913,2020,2018,342,41.7
0x75d4e370df421382eefcb0162c8403bcb652808b,2210.11,2000,2023,2018,278,33.46
0xf206a28e2ca7a1c3782495c5fe256abf834d6206,78141.61,3823,2020,2023,184,49.16
0xc04167ee17a554726669473952d09d2a3b0df851,48795.02,4610,2024,2019,362,36.91
0x8839245594807a76f8974614d3dcf6963856f5fe,51648.41,4948,2022,2021,46,37.78
0x7848fd14fb9f4c9500478d5e98a1f8efbde8b581,45596.59,3760,2024,2017,36,25.68
0x718a601eb3ad4b2c8e78afaa011096fa0961b684,72438.54,3552,2021,2020,246,48.25
0x5c0d0061bfa6199c90e5db409952debcd4441e73,38343.73,3837,2023,2024,74,15.07
0xe15707b1f433d9dee5ef21dc5d67063a0aa572f6,18517.34,3980,2021,2024,34,31.64
0x6938a73b233617574d9efb670dc14133db29c331,44880.83,4492,2021,2023,306,31.84
0x45834b979d178b69b8214d4b216a56372154ba76,8081.05,3259,2023,2021,364,43.88
0xf1a91fa88fee4cf0cdd95127d2244b2d072b46ce,42899.29,3508,2021,2017,316,38.29
0x5fc23b3129b4b064434d8ab7d9d9ff287a8fb124,69558.36,1459,2019,2024,290,6.93
0xb8aa5205532ef16e485fed13bdf2ee3d22760143,77289.58,2233,2024,2020,20,0.69
0x3eb0ce2d1d8d8b5bf7602b240bb80e11249f9288,79545.98,3855,2022,2022,298,38.21
0xe1f28f645524c8e597db76569710493fdd1ffe72,77649.47,497,2022,2020,155,34.1
0x5aab1cfe1ffe5e8bf12d3f63978616276f9fb91d,71386.03,2150,2020,2022,68,0.24
0x598abb91e6f6d9ba419fcbe069556869664a41ac,25877.5,84,2020,2019,362,4.59
0x963d9b353c91675999533ec8171e858c5f7858c5,16879.48,4256,2021,2020,495,38.31
0x8312b2b668fd9791cf5bc53c93f7202f821ecfb2,39837.08,201,2024,2022,278,11.26
0x2820f824f1d194cbce7304af50169b4d99faf537,1447.95,3457,2023,2020,89,12.75
0x00cf3f6b0642fbd50b0ab4ffb62905e09806152d,59217.76,4644,2020,2024,411,16.49
0xbf6a0978dff7d05de5a292f9ac4452a107f15cb7,23146.56,2499,2021,2019,34,33.02
0x822f5da51c5bcc320b5fcaf1144cdc66f7af5059,67449.42,1240,2023,2021,261,40.26
0x5740e51891737e922b5b04d64f87d3c97a42e241,33719.72,4872,2023,2021,114,0.32
0x698eee72a9a98ce2493d55fab5a75332440e517e,28356.34,2125,2022,2017,234,42.66
