address,balance,NumberOfTransaction,lastTransaction,firstTransaction,NFTCount,NativeBalance
0x5e11ddf8f557eae73151abc4db02b3982a846405,43403.31,4645,2022,2019,398,7.21
0x69d21c43863cce5be51f45f92f85b3040ccfd7ce,26995.56,806,2019,2022,227,43.92
0xea10e7681873679795ff33e26c7a4eab1510acad,34503.38,4746,2023,2023,400,47.93
0x2273d3f25fb1714878a242d67a17b15b1bb16d70,93606.72,3473,2024,2022,112,49.38
0x2ee2305636fe1d45e4247d367ede032fd30f2beb,61930.66,1462,2021,2023,287,46.93
0x17bbaf978b2bbf52e6171e58852ae3ed30f97de5,287.23,1451,2020,2023,39,19.42
0xc8b1a3c141a2eb4d3c401d7650b1172d111426fb,7645.84,2036,2019,2024,347,27.73
0x3b80504bc9d63d92fb87a5f3f3d4404c1001c900,5214.17,3289,2022,2024,152,28.12
0x63d6d39eca8de49c762a8584cc669300537c5b8d,6525.82,1367,2022,2022,218,4.09
0xb208727e1c8ef7541b9fa31a2428cfa465790839,31104.84,2283,2020,2020,246,19.99
0x3834bf4c203487ef1aa0337d587e44de5ddbbccf,54645.12,2697,2022,2020,256,9.86
0x3b275b2301f8d72262ea1e9b23c59d7c703f56b1,85573.96,2169,2020,2022,78,31.38
0x55b7b5187c107e671fd36b2c41050d7e6ecac75f,59.11,2765,2019,2017,473,36.7
0x9bcee3c42fd2c5e11d30318c670cfa7054fcc52e,28215.56,1462,2020,2023,440,30.06
0xd8db3f7ad0015357746965110518f09a58dbbbdd,14569.64,3238,2019,2024,370,5.99
0x85572d7a23d73c16a8b8a715525a844c61eb9e9e,20472.95,904,2024,2020,5,48.53
0x4ef06c0ca75c6340c01e3f0a10eca91eeecbbd31,89978.75,4470,2021,2021,356,10.02
0x3559df6fcaeb6912525661f954eda28ae810614d,62527.77,4733,2024,2022,475,28.77
0xc4912f64cbcb806a7d084f8c4984686be74a1226,10252.66,3781,2024,2024,178,14.51
0xd0557bd77081cd6bf8ffa5b887e0e92992c4f9ae,12361.07,3506,2024,2020,338,29.97
0xcd59f20e323c5867a7a6d71960e8da85758fd46f,32212.5,3031,2022,2020,481,29.94
0xbda2bc4238e1d57508e35bfa887c6abdc62817ec,21292.66,1373,2022,2018,214,22.18
0x80b0181102bf468cc8663c73b5f29e0078daa0de,75502.08,3960,2019,2020,282,30.02
0x751b3eacdb9df19132bf2644be5c525319168e76,39554.36,3308,2020,2019,213,11.89
0xc0da44488d617b90b3642d3b02bb57f43eb94293,58071.8,1369,2023,2021,110,25.45
0xea9ee97eac327eeff2963c37edce37b4c1d8a68a,72245.26,3721,2024,2019,206,5.76
0x5b86b2229e1e87ff62948adc416d51b86d87bd7c,84950.45,2451,2023,2024,228,9.37
0xa49e7f2489e45fba6429bf2d209ad1bfd7135988,67499.86,3305,2019,2019,260,4.07
0x08e47f2344454c502b65326708405e98f06b2c53,4255.81,4312,2022,2023,246,36.08
0x629c5a8e31de6f72e8cd2677f6d6590e5bdf7834,45412.8,233,2021,2022,6,43.39
0x694e5358bfd374013c395491678ee963503bffbe,87379.76,2044,2020,2024,159,40.73
0x90da5d89f32196a5bb6a7110e5c6c85097bf9410,64792.19,4226,2021,2019,499,49.42
0x4ad1769578ce9763402721bad7b025e0f8de20d1,51723.36,2511,2019,2020,183,0.79
0x0cdce367dba9062fae859c92f1d6e8052280976f,40694.85,3720,2020,2018,91,37.82
0x8400727ebff4d1b9e6c003bf213168d209628bcc,73105.56,4342,2019,2020,486,34.86
0xe57bc14d192124e6b3d9d08f8b265cd20166de7f,92239.08,3068,2019,2017,240,23.45
0x0579a9e1175cb6100d81906d45a6a66b91d2509f,37763.08,282,2021,2018,64,48.93
0x4e14c4ed2584f54a67f7daa0e400a69d97574646,44550.84,237,2021,2023,229,3.43
0x1bc12f36de807eb34b3a18662112836ca65d249e,58817.63,3642,2019,2017,411,23.66
0xb3ab2d9836f26940d7e2e14f39df940da467b254,14648.25,671,2020,2022,34,13.89
0x37db28e5009985da740862c76a6406e5b7f5d307,59499.23,1928,2019,2023,327,5.36
0xa8ef242f1c385d132a2d0e45dcfca5c6cb24a1fd,75595.97,3091,2022,2019,239,43.39
0xe9f63df8cf1ffa34897f8e7df9fa6d6e28e8ddfd,9851.65,2605,2019,2018,197,31.36
0xd5e04ae08ac0d6b82a48a55df04bf36e1a97f216,32244.36,3968,2020,2023,108,30.67
0x394135a2b73e58d6924c83805ea28ba504a772bd,4520.48,2651,2020,2021,450,48.54
0x3ba19d36974875710aa2d67d3eeb03d97da13e28,86241.79,2402,2021,2021,355,45.41
0x4dea091aaf3260cce0d078ce0eda3d3898ff152a,26294.72,1672,2024,2024,55,30.47
0x8e17257c4cea8dd4104bcb41a8cecbad723d225f,50776.32,4863,2021,2023,171,3.87
0x68d433e1a648b1a984b983252a9ccff5e514f1b8,8349.39,1392,2023,2018,366,14.19
0x4765c80321775e629a8a562185fc7810ee5254e4,47989.43,3757,2024,2017,359,49.35
0x7cbbe3fa338fd79434431709ae3dcbf8ba148ca8,21479.09,2509,2024,2024,2,38.17
0x5fdf011af8b4b4bab7411641e3ed844162189de9,90646.39,2430,2022,2022,499,40.7
0x02451f0d6d925df823c2eca98ca96e7524601d28,46975.47,4279,2024,2023,384,12.59
0x655b36dc3ef24f80e583bb1872214d1cd6863445,73865.35,1062,2019,2020,288,2.62
0xad99a3c4c65ed8df8aec1f5528bf8784f41b9404,50951.06,2414,2024,2023,363,34.1
0xe45b92d67ad6e87e8a8dfeb9da4632b626294485,76923.98,3383,2020,2024,57,23.93
0x74924128cb22392b9d618ca82b689cffd023ed01,46433.98,1558,2021,2022,381,28.47
0xaedc5ff90edad46dd352e7dc5ce4a0cdd049e299,25819.72,4213,2021,2020,339,26.99
0xe5578a211d68db80a763083742807bdd31dbcd46,61117.64,2570,2020,2019,331,46.69
0xc2c22290a5213893dbf05671018ae48f001e4cad,76231.76,3783,2022,2018,154,38.69
0x176789aabcc9de3647aa861b8c9236355d710a5f,12064.44,1559,2024,2018,132,35.64
0x4a32a9d688eae54f8f8319636de07b741429aa21,14766.65,1837,2022,2019,279,18.74
0xaed184e9c509fd9b0e21688a48c9e0e5d6f703d1,62638.03,1512,2020,2017,69,24.13
0x356d97dcd6c1d562d8ea9ac0dea17b1d032db718,23500.38,3499,2023,2017,388,38.9
0x14cdf8470375b7ebd1ef5f3548e65e83b36d96b6,25444.08,453,2021,2023,368,35.92
0xc36d6ddff458b78fcc6134ae10c23c0285dd7af7,92181.41,3365,2020,2018,96,46.16
0x270e11e209fa217f738a12fde370743665c9a55f,3417.03,4786,2019,2023,418,37.29
0x242afa1b06f66b812cfcace71d23a4d95dc54768,68331.34,2065,2023,2023,418,34.14
0xa874607cdeec2445b022c3a691bef476b9668851,7750.3,3587,2022,2020,297,23.44
0x2a10a02b1d2c116b930171570c14452b06fe9fcd,72159.04,121,2021,2017,371,38.55
0x2977507a13551aaca3c1d2bb90eed6ff96a4c784,85844.88,2127,2020,2018,383,26.13
0xdd8ce61aa4a24a71b3805d2f730e2f8ccbd97e0f,75319.58,3603,2019,2022,209,14.81
0x59beeb98a6ade8f3a5d2310dc231490349cd6c27,435.43,4940,2019,2024,373,38.35
0x6c7ae34c22cf8de3750066cad8fcdd9d8ff8002b,28884.56,1676,2020,2019,114,10.7
0x924f28d6870fc072a4e3e6805d461079c34b881a,10639.94,2633,2022,2024,449,49.34
0x928310803c752095c11046d8c2d2586b53f3a45d,36559.74,2312,2022,2019,186,11.86
0x67ff03ea61a7bc6d9ae34bc111bbaa596c67c958,82575.56,1790,2022,2017,79,29.86
0x0fb75f889d8eb7086236a2a4c64ef633a2337465,16165.03,3672,2024,2022,391,2.42
0x3a95883aef230062b9b434e5b74f7e57754a6f9c,10134.41,2620,2021,2018,334,45.04
0x94b274823cbbb26f103457b15f69c7680ad58d60,35177.79,2012,2021,2017,230,13.95
0xc1b3f5e59c10129ee90d3d488036c35007a35fd6,83310.23,2240,2019,2024,172,22.74
0x603e4ed7a8b2794e9e77adcb756bd5e91137c065,12284.01,3030,2024,2020,66,4.69
0xb0a77f224a171a081fd197ad2003263eca5516cc,82400.6,1885,2022,2023,215,33.23
0xd8cd3382093a5bb5b3bf1f5c51389dddb5162ba4,77204.35,2912,2021,2020,467,1.28
0xe9874b2e8355429c9e8733e4e961792967dd8628,31218.73,1266,2020,2021,399,21.36
0xc8bf2aec1774c4ce495bcbfbaf132a0ac74a4c97,39593.41,4246,2022,2017,393,21.13
0xd60e36db61d71b28ed802e03a059cb819eedb2a1,87456.35,2890,2019,2019,482,17.03
0x7807eab40c46344d4c3fef3fb52c6c143a22e53b,90385.87,1779,2024,2020,168,15.77
0x5459db2b2a9413912188797bf2563380cfebaeae,29146.14,738,2019,2020,431,18.25
0x37cc17561f14c4f1df21ab2cea3373cd8dfc2ff7,60018.0,653,2024,2018,248,12.95
0x4c6bc4aa0eab7441b05621560f6ca4e52c75e659,45388.21,162,2021,2018,86,36.17
0xd0d0f2a7e98ba1c23ee769116c00c2816e0c5d94,69711.79,481,2019,2023,68,4.33
0x11dc3056b3506890232773068aff73720b9ce34d,81889.29,1973,2019,2021,247,29.93
0x4d83999235a27950ca71f664cb48e7054ef4f5a7,68303.71,1438,2022,2024,460,16.95
0x39e854317c0f1f9ce126714c730304669ab8226c,42363.09,4087,2022,2024,454,42.62
0xd5e6a6885df089b7ea7c7a10e98a498cc82f379a,30796.02,3615,2020,2019,290,46.8
0xe865df1f0c99dc9a8eeba49618f0ee80ef4c1c98,65049.79,4774,2022,2021,131,46.73
0x6db3b5c8912fe02f6f450e0cd1f571d4dedbb710,58764.16,4787,2021,2022,487,40.66
0x4cbb8d0fdff6ca211445c4076208cb9b422ea6e9,22545.11,1990,2019,2017,143,14.53
0xb7f485a52b62f3c507da527f0920d4f79a0d2c4f,35286.07,2525,2024,2022,225,17.79
0x30ba672b7e3c77a75f7de38884508b035095d918,36994.66,2189,2019,2017,305,47.91
0x1e63ae9f0a410c891cda6bc316dc1e198e352ef4,57784.45,2994,2023,2017,243,8.65
0xaf205ce691a42139dfd3fb6c8032e1bb357e8b9f,66485.88,2161,2022,2021,153,2.8
0x1ffe1feede0ddc6a57d89133eec1b3f01e84de78,96653.14,957,2019,2022,243,16.87
0xbdbcc025bd1f27777b7cf49724c10f346a5853c9,22127.43,2510,2022,2020,73,30.63
0xebdd470879794034c865fb8f5a5bab6e9ccd0651,80474.9,638,2024,2019,395,1.55
0x3e13898f0ed6c4cf7eb9502c0e1652bbe3e5b9f9,31638.96,4629,2024,2017,148,16.26
0xbe8c7bd2d4cae2baf3276dcd843e8338a6e97d4f,41667.73,3838,2021,2017,498,5.46
0x5b2574c04a2353888a5ba21ca5a6776ffea3225f,49488.71,1243,2022,2024,161,33.02
0x76ba75c9b158187fe58afdda1d430a45c10d06f5,96876.54,1360,2019,2024,466,8.65
0x33be42bf0739d81400963ba6475dfde7cd22ea47,59960.52,1895,2022,2019,188,43.74
0xdfa3c64c13f1ee502d74aa631b0534dc6186f4fa,27295.08,2881,2020,2020,489,12.92
0x1681286aa5b2de2cac70c94d7ff1cae03e3fca67,24319.25,4132,2021,2020,234,27.24
0x7fcf5c6b589499497150f6c167360a6b4c252cab,74975.89,3642,2024,2023,233,40.86
0xed851d11369ae4301daa568d6f84f9bbef1e9556,13899.41,743,2020,2019,362,9.7
0x0c1dc678367e2476fd3a846dae23f235833176e2,67578.05,205,2024,2022,196,11.19
0x286d19c73d6baee5715c45eb1b8567992ff7d6a4,49523.46,3884,2023,2019,262,24.85
0x4cae94621e1690a5acfe0d67c3b1710ceb335a65,10004.8,3572,2021,2017,211,23.06
0xc46003a58537df7f9507d22e73b437d543ce3f39,27714.57,4686,2024,2023,434,3.72
0x0d928ca647df711c1749323b0f3de812081099a6,35073.07,1932,2020,2020,322,19.13
0xd61e212142f7d4d6e59392275eb63507d2a7341e,19515.38,4527,2023,2020,89,25.06
0xc8251956353ecef4bfbf88d55a39314e98511256,74323.93,3915,2020,2021,216,12.47
0x1ea698cff47ae496ba3090644b86b199ab643372,1571.57,1385,2022,2024,9,19.25
0x5ae44175a225ee888ee0f4bc8f0d4d4e247f8c2b,94713.58,1974,2019,2019,325,4.89
0x5c7c2b9e89238f2e130ccd7e0c299445061c11b4,15204.45,3082,2023,2023,232,46.38
0xd5fc49fe766599071b8018b534960aee4870dda6,91373.14,2626,2023,2018,56,4.89
0x8a635248732f0b3c837ba2eee2dc58dc5b46e9b8,7952.83,1177,2021,2024,410,49.09
0x5edff0febc67ab2d5d897657d2e179e62fbe493d,81453.31,4949,2020,2021,213,10.18
0x2b1f6135dbf454c52031df3e846793a66e1e8288,70653.24,2362,2021,2019,158,49.88
0x2f5c81c9c17dff5caa524c8093d8f85e24fe7635,91592.39,1002,2019,2021,277,11.94
0x9009673dd3027c1fc00877ca5a96f16d96a4a3aa,57441.11,4785,2022,2022,333,1.63
0xf2e2a7dace5167d132cc683a7f14f6d3a1b90d09,62970.55,4760,2023,2023,135,21.89
0xac3cde8f8afda462bccea133b7192aaad4aa1374,47731.85,149,2022,2021,371,25.7
0xa8da313bc693982623c58bac334810ad64d4fcd6,73067.96,2804,2021,2023,303,22.79
0xc2b3c78df2848e36f6b09811af917cc68bf32c3f,8622.34,928,2023,2021,488,18.66
0x015fad4ff991d4e091c042b7b101ac7a58afbfc8,89489.46,4642,2021,2018,478,6.91
0xcba9fb43c19984136c087bfd31abbb165bafaff3,23770.38,1608,2020,2023,142,45.28
0xdd15b787a51efe5ca21833803c2a66fad102d0f1,28756.42,1754,2021,2024,162,43.78
0x1d29e505151227439033c2636492618605ad71a8,96197.34,4023,2021,2020,132,11.51
0xd29a5fd55cc4160cb00577bcaead81c8f225b523,24660.44,4502,2024,2021,137,8.79
0x6fb4369f4a8cd4a392e1b4c1ce9e3bdaba0253db,82876.35,3271,2019,2023,261,30.4
0x7af321b5d9fbb11ac5caf03840465a435f9b350f,54885.32,400,2020,2024,161,47.23
0xbdca37e8b9bf5c2fc70f468764fc5d0ebbfdaaf5,53379.54,114,2021,2020,377,41.87
0x15edff6eb45844f117239f5acc434bfcd9936c98,42264.5,759,2022,2020,160,39.77
0xd3a601ada819339bb1e2b5964d2e8ac69050ce58,1942.03,525,2019,2022,167,36.81
0x2ba0064bbf543295b387b9675a9325480185f7fd,47998.13,650,2021,2019,142,15.7
0x2da17f2323612d48f8d95f152ca67eb71520269f,64901.9,2657,2024,2020,57,46.88
0xc509969fcbf241160187754a0a63710208359e92,93840.01,83,2023,2020,326,11.95
0x097251ea3fe930aff0fb61534cce08b3ac008eb5,25165.36,1062,2021,2019,173,39.54
0xe8e647c611fe77b359ac8dc7b2b8c572e3318a81,83418.48,3990,2022,2023,243,18.45
0x3fa419f475268fe11acecfa54f952a950b4072a9,56552.58,4200,2024,2017,328,33.97
0xc81b4ebd019910d333e81a7977f90cdb3365bebb,53018.36,1143,2021,2017,492,15.35
0xae659eb48e4daf6c08e54db621accf2c01c04044,4788.17,2573,2020,2020,425,41.07
0xbc485c5b59c60576a7505424d1127b0e53e7dcd8,95225.5,3848,2019,2019,64,33.8
0xf21a0290e000641976a03170d37fb4097258c7b0,18563.78,4298,2021,2017,432,36.48
0xc21333e9c4329d77a149bc51c3ee6cca5c662fdc,14995.32,3118,2021,2020,296,15.25
0x22cf74f0f1a9c139d581f1864ed045ff68d426c3,64604.53,2130,2021,2022,54,33.87
0x43601f314dde606900af432feaefafc63abfcd1f,89914.51,2735,2020,2019,174,20.15
0x52da97c1d87b271aa1f593d7c522a2186ae22c40,32666.69,4633,2019,2017,123,38.08
0x4381e0ae60c897e7c100ce0d2087bd230583e17e,32805.49,1761,2021,2024,478,26.63
0x3c7966331aaf8c38f52ec4233f68dbab26e1b45c,56205.91,185,2024,2022,79,9.54
0x768bc4a6465c53ae1d61c53e8ffd9adca05d7f55,66665.47,984,2023,2018,499,49.53
0xf344202ea9546de950889cfa736732ea68057b16,30441.25,1409,2024,2020,423,47.58
0x1932d76e39ded864c632145e1ac1d484c1878baa,27831.45,752,2020,2017,37,49.14
0x684889704e959a07b4207de2c8380473edabadf0,53998.32,1894,2022,2019,265,9.68
0xb15b78b56db9201fec6bf1a5cba3da9cb80bc528,81455.47,1541,2020,2017,26,36.47
0xeeb697e27bcfb31f08dae27b425552ba4a63e215,32279.15,3861,2022,2018,480,27.1
0x89f618fcb114a3b1cc5c97be1c24ee98c137982f,96651.55,2101,2022,2018,168,23.48
0xdc6fccfa717b3977c055de2d1348cfa8377ace2c,67008.97,1431,2024,2017,485,31.59
0xfb944976090fbd51c47d036f40cadfe69b9618cc,17719.91,4328,2019,2018,225,39.89
0xf5680163518fd05d6a041894bc2e6b799e36c936,90943.98,3261,2021,2020,40,17.25
0xc8bd501578e5046bfe467e97c2e2ea98c50eef29,37909.02,2304,2020,2022,231,11.99
0x188dc5444ba68e6790a49e7c9d72386bb04903a3,29090.49,4097,2021,2021,97,34.32
0x7f031e17ff0671a3a664b46cc2fc8266d7c9498d,65530.34,4434,2019,2019,215,14.71
0xd3946b47012053a29560f597ec8a8c3c8f1bce9c,73885.96,4803,2023,2024,420,25.26
0x1762430618c84bebaae6947c0ad08e740bea3a88,25408.76,2132,2019,2019,486,3.12
0xe05fad3904e8c4af0e61c6c3aa0c3bdaa8666179,43083.9,222,2020,2018,455,8.15
0xb5e6b1d07ce4f5d80d6ec2310fac72162b861caa,21995.51,1416,2019,2022,223,47.37
0xf55e88359f1d1fa468067db68000f637385618fb,18800.1,1369,2021,2019,112,3.65
0x26c43d9e4778389c9ab6b305d2abaae012757588,99264.58,4726,2024,2023,126,10.56
0x2dfb5387ae46add6d1b0e125063832b6b6dbf9b0,73353.88,379,2019,2017,322,0.7
0xa6318cba5cb8004edfaa7b66a0c5a7fafe20e480,50625.68,3625,2023,2021,182,41.63
0xf5f9e0c7787b3ab4340ee1616cfbb36fee0ffc37,89368.76,734,2024,2020,52,24.83
0x94b0f38859ae62ca7698eff6d7ae170dc17b0d42,29994.76,4106,2024,2020,55,11.64
0xb90e1108aa15915eae5194f65df8f2a6cace4463,31665.42,2239,2022,2024,300,22.0
0x6795e7da4200471bfa44668ee53da6283fd6113a,18528.73,2977,2020,2018,20,19.75
0x05681c7a2c02c8509d37a88363ea4ee225f9ec25,6992.68,4207,2021,2019,362,25.35
0x42aa35357806775ee250ba1507b9034b3f38bbe9,83214.36,206,2022,2022,318,13.54
0xb830d0d65a63cf4d4bbf78b757ba21c29508a700,64039.54,731,2019,2017,91,12.96
0x7c908b6e77477a259b71a2acf1e91d54fe1d3e6e,95066.22,3049,2019,2017,309,8.84
0x4ed60f3f5b0f14f7f28769b178d5ce6a6aa03acb,81699.81,4971,2023,2022,119,23.12
0x131dd735e4b900b8cd994679ece55c71a2508391,74278.71,1962,2021,2017,165,42.6
0xc0e6675d20eeef91d94c461b53d537c3ee75e400,47445.15,1090,2020,2020,190,30.16
0xe2f6768b16cebf224697b534fee3dbfa6b8df9f9,53337.01,1459,2022,2022,102,14.68
0x7f308b7fee6a419c4c908fbcd7a83bed5ba91513,86136.15,3785,2024,2021,163,20.49
0x84cbdb641fdde5646df01ad4454aa4b316a3d8ed,37788.67,3890,2022,2019,49,18.58
0x9849e672b4d619d6e2da825814c8d18001c3d849,17202.96,1723,2022,2017,95,34.53
0xa6a1f42ced8cf75ac8bd88af2847cadcdbf2f9cb,12747.06,741,2024,2020,331,22.07
0x1cff0f0a48a9bb2109d5b143176444f9e9657193,36923.67,4083,2019,2021,119,20.37
0xc4059ecac3c2e7fb95ad52182801740d45a45ceb,25837.37,3342,2019,2024,307,14.77
0x2485f3a7851e3e85586e95de60cb5073f2dfba62,3924.33,380,2021,2019,176,0.23
0xc2b43bd1f95429652977b93c3a02747e6039a1fd,56008.63,3867,2021,2023,23,12.53
0xa99d5ac16a494f030897748d98030d4f3c09f120,75695.13,3136,2022,2018,44,44.91
0x06b22626d03d61737544d3d1ab030b7383329a32,52651.48,3923,2022,2022,67,45.86
0xc93688033de55d10bf5cae1a2474fec6b1ada883,22353.1,1873,2023,2024,346,46.54
0xe0e1a51de6e87b269c71d9ef64dae9709203c7a7,20608.75,1095,2021,2018,213,24.58
0x39847653e286a0d23d2556a9717e503c502db64a,69232.45,4397,2019,2018,240,24.4
0xd2958d8148d13a05f567d574b7c09e0b2f1bb428,36283.37,1368,2023,2024,456,35.98
0x0bbbe8e1b43a078db8b85fdeb8469f8b003c223b,36821.58,2418,2022,2018,142,26.39
0x804d90cd0e6b67a6e4a5b4a884288a83e4050893,18941.74,4019,2024,2021,5,1.2
0x50f183ece6fea23f58d0e6a57f7dc0a052ef51ba,69234.42,3246,2023,2022,415,0.83
0xf624ed1f12c71b31da240dde52546f4de4a6ce50,24500.51,4285,2022,2019,143,31.97
0x3091c0a50cf3797d4cfc9a4e77d109f34cea585a,12939.81,234,2020,2020,493,24.9
0xefdd7ed15b20330666a64bb3708a8bc5853638c7,62207.58,3107,2019,2023,264,1.55
0x0b926b2d83fcee23eb024d11c5f9ca25cc90afee,90451.23,1665,2021,2019,190,35.84
0x3379539bb83f9c01b07507be9c4be8c75e899971,73946.81,3966,2022,2022,265,42.6
0xb18f099067e38960c2d0af77402142a76747ab59,49476.25,2512,2023,2018,87,48.73
0x6031490ef4e271625be1b16fc0110263858e458d,76597.79,2233,2020,2024,422,28.01
0x8933bfc4e675fbcf45697b65d5821a9f4a776f7c,94981.92,3177,2019,2018,315,12.11
0x0a730f6b2634d92e4a953302547bdf76b0080499,33255.22,847,2021,2024,470,44.78
0x55e31b470fe4b0dad6d40f8bbe8830317c9910f0,70225.69,4948,2022,2023,470,26.32
0x204e283aab8acfbdf29161976b410af73c2d083c,58613.35,4450,2021,2022,499,41.47
0x27290ec1099c95760624e7dd033d174882020674,83884.26,1919,2020,2019,87,2.32
0x5e2a7e2cc011d478b9a85cb6b9ee47ff0ca3fc34,74304.6,3585,2023,2021,288,34.21
0x8cbde0a8ef32e66bacd261f31f4eeccb984c7a6a,42575.99,3756,2023,2023,165,27.13
0x4ebd122869cb0d371080c561dc746371647d0ca8,13616.41,2056,2022,2020,37,34.23
0x7b0159e87bf3d604da36c5595124cc447be52fc9,78382.57,2591,2021,2018,416,46.92
0xed1c42b954e2eb5785b9984972f1597b13ca364e,64393.07,1637,2019,2024,113,2.8
0x93cab50e4ee59668796daca3abf5b30750813fec,14498.97,3096,2021,2019,4,14.45
0x4ef481beaae54eb95e5cf3d2fbe7bfc90649e574,1305.76,4217,2024,2020,239,27.03
0xf807b92708595a557da3fe95fb3a566b5275ceca,74375.09,3935,2024,2024,96,11.98
0xf452703f36c856f5c9bdaf1dfd15a38d17fc7e62,66114.19,4917,2019,2018,126,30.99
0xa0328e5517c21b9d8028989f27a1acdc5f58c9a3,90520.01,3579,2021,2024,221,11.02
0xc075594edf4697eb04e9072407211cb4a787bd33,45185.15,239,2019,2020,231,37.88
0xb8dcf1dd944161fbf18db09c45734f642b0b7ed6,38808.82,1453,2020,2023,403,11.48
0x8d18b5b8fbc71bf3b9059f392e2a9650a3d7b873,42298.82,351,2019,2024,489,27.98
0x906ed7c196d4b6cbba16890d174dba0cff2cc31b,18462.72,152,2022,2023,113,40.84
0x8e5942f5aa01c08351b9e63b2cb2d261230006b0,13513.9,1029,2020,2019,373,5.87
0x6198df3243d836a98748e7e1cde82208bef038d6,22062.67,1742,2022,2023,93,3.86
0xf36331f14cd09ddc57ba9957c054feb9d6bf519a,97270.44,4259,2023,2024,349,42.92
0xce57aa76ca6d4c374364d821a9b0300625e1b67f,7909.07,4377,2020,2023,163,12.53
0xb6d1107f60988d9ebe3a4ee6a82f95971b702f82,19346.03,3289,2020,2023,454,7.9
0x4e0d24693a89f23d1546c2c28771be717175aee4,12175.78,4246,2019,2021,265,21.58
0x70de28e4d2c7f5cdc73d81f9190e21127a98eb5f,62077.42,3500,2020,2024,412,3.0
0xf9daa54b8bd6b8dfdf2fbd226fe9dacb50ccb8ee,20772.44,3714,2020,2022,245,29.17
0x68a3e9acd8a171da1f3905cdff7cbfedc7d2c3b4,48464.73,4762,2019,2017,464,30.34
0xd3efbd99532df9299b6927cf5e59a11a11484ead,24728.01,4967,2020,2017,233,36.92
0x1bf8d44a1740546be02e6684989875e229dbdbb4,33487.37,543,2020,2024,200,28.16
0xfea018464e07de0300d7cb52582fb9c767e42d17,91476.25,3278,2019,2020,411,34.04
0x780c79c9e6a33dd3f479af3994514da1e13e3de3,59393.69,3627,2021,2019,475,41.23
0x969f537105fddbe2123f0c6ad4c67949ce30701e,70088.68,1682,2019,2017,417,25.62
0x26510f1a294ce33a2645f6f11264b8d48988d33b,17106.16,500,2024,2019,255,17.89
0xdfda05667f12b6625c26964ae001424ef687996e,37684.4,3548,2023,2021,241,27.72
0xd6099de4977645f6e25d17254e6718d83c2589ac,76917.97,3830,2020,2024,92,42.94
0x4cd97f6c9aabe03c0cf3c6c734af84ba5d4fb135,53935.55,3443,2023,2022,471,47.94
0xf6af24083cbc9570c021ae94397fd43d82b15a85,36769.2,1908,2024,2021,43,1.51
0xa7abc5db5f0cc2fa2bf329461ea09869a9d437d4,87380.5,1006,2019,2022,273,27.35
0x1ba67c7e20e96e5e116e5dc89edd6e519c1c2746,71340.73,3225,2019,2021,160,28.95
0x4cb0e7e2b35b6fdc94c1326db673a227d7cd42cb,789.62,375,2021,2018,22,18.23
0xfd732b52b31756f724ccb6d5272ddd1f53763717,69061.45,34,2023,2018,341,47.77
0x9c76b2a5702f8d5550ebd868aa2d1ec9fcb4f899,39989.39,1954,2024,2023,486,28.2
0xfb00aed12d06c3448763a78dd3de6c49ae37fa6e,62732.0,1769,2022,2021,144,43.88
0xe32a1b0f396bfa6e4155cc25f4c337ba689b7b21,43728.86,219,2022,2017,316,37.08
0xd6f4e14a9b8665694f483843f448a48c529856d4,16042.44,1846,2024,2019,358,14.93
0xc7f6f0b267f29211cdb5968969f3ef47ad3c39b3,38819.64,2874,2019,2021,476,45.38
0x2704ae16dc9f50c7502716abed2265012288514e,70134.74,1801,2024,2020,352,9.65
0x743137c0723d0889c98b362cc18388e24045521e,17514.13,283,2024,2021,117,40.32
0x5a93eeb0e3f4d18d31ab2ad6153a3ac51ae5f860,43043.14,4424,2019,2022,425,9.28
0x3337b41b3b135bec101c19a82a08e5a9839223e1,80884.89,3110,2024,2023,259,1.0
0x7e1ff6174864706b98305f80f48db1bd2698d9b4,7038.7,2191,2019,2024,70,46.86
0xe0aa20f0b119ad07f1e884d14bef965f8bedb5bc,82653.17,1376,2021,2023,155,36.0
0x5d67d76d8731125f3bdffc28afaf5e78f94292c8,72618.68,414,2021,2019,324,2.73
0x9fac8902b00e96ada81ffe5502e301f1660216b9,8865.26,3295,2019,2020,25,17.79
0xcb3ef33e0aa112b6fa1da1447c83f627a3c2c2d7,3295.08,3580,2024,2020,451,13.06
0xd23c4cc53b17bbaed7c6873a579a6e4552ee74b2,21996.61,968,2020,2024,28,30.59
0xed62b7fb1daf5ea4da8046e51cda8a90a5a0bb63,21083.47,191,2021,2019,80,38.89
0x3dfb24b023e0e816a97d5351345fa2c1540705cf,56233.35,4069,2020,2017,293,45.03
0x3d206f250d09176030f2abd54539cfec585c1261,38804.37,2627,2022,2017,158,16.53
0xc9bbb97046afc54f228bdeb0184ca5fd240d5d8e,80117.77,2828,2020,2022,90,15.75
0xb1c296ea028268ffddfcb4713bb8cf06c4e4c248,99583.55,3276,2022,2019,386,13.07
0xe80c82206b85f43b059c4432becee152c273c9c5,32863.55,3387,2021,2018,485,49.98
0x20ef37453241fe774dbaf54be38be6fb6f0b9082,56253.58,1628,2022,2017,69,10.17
0x3341bde104a2f4318b3d41b6e05b82e73ca1e703,91011.81,1363,2022,2019,108,14.13
